CustID,Name,gender,age,education,occupation,income,telephone,marital,email,address,retire,custcat
10450,邢伟,男,26,高中,普通工人,5至10万,137****0163,否,melvin13@adventure-works.com,297 Mt. Tank Circle,否,一般价值客户
10465,楚松,女,47,本科,公司白领,20至30万,177****0113,否,deborah21@adventure-works.com,5539 Choctaw Court,否,低价值客户
10480,戴康,女,53,大专,管理人员,10至20万,152****0182,否,lauren35@adventure-works.com,71 Tobi Drive,否,一般价值客户
10495,马丽娜,女,62,本科,专业人员,20至30万,147****0192,否,zoe6@adventure-works.com,6030 Winter Drive,是,高价值客户
10510,倪爽,男,42,本科,专业人员,20至30万,133****0156,是,jasmine32@adventure-works.com,7547 Payot Court,否,一般价值客户
10525,任婵娟,女,33,本科,管理人员,20至30万,130****0117,否,kristi39@adventure-works.com,5626 Mt. View Drive,否,高价值客户
10540,唐栋,女,49,高中,普通工人,10至20万,133****0118,是,maurice20@adventure-works.com,2837 Hacienda Drive,否,高价值客户
10555,郝立,女,32,本科,专业人员,30万以上,186****0195,是,nicholas16@adventure-works.com,1102 Ravenwood,否,一般价值客户
10570,韩虎,男,34,本科,公司白领,20至30万,189****0141,否,shawn19@adventure-works.com,6554 Sucamore Dr.,否,高价值客户
10585,施丽丽,男,39,本科,技术工人,30万以上,175****0185,是,nathaniel0@adventure-works.com,3774 Napa Court,否,一般价值客户
10600,方蔓楚,男,53,初中及其以下,普通工人,10至20万,182****0197,是,richard30@adventure-works.com,9206 Listing Ct.,否,一般价值客户
10615,何安,男,40,高中,普通工人,10至20万,189****0144,是,meagan11@adventure-works.com,3515 Sutton Circle,否,低价值客户
10630,袁梅,男,21,高中,普通工人,5至10万,136****0134,是,terrance9@adventure-works.com,4638 Chestnut Ave,否,一般价值客户
10645,付松,男,60,初中及其以下,普通工人,5万以下,175****0160,是,dorothy3@adventure-works.com,5972 Donegal Court,是,低价值客户
10660,常光,女,43,高中,普通工人,5至10万,166****0190,是,theodore3@adventure-works.com,4392 Lakeview Pl.,否,低价值客户
10675,巩嘉丽,女,60,初中及其以下,管理人员,5万以下,186****0134,是,frederick14@adventure-works.com,1663 Park Glen Court,是,一般价值客户
10690,施奇,男,45,大专,普通工人,5至10万,185****0145,否,megan23@adventure-works.com,8358 Lightwood Drive,否,低价值客户
10705,马锦,女,27,本科,技术工人,20至30万,159****0155,是,jon46@adventure-works.com,8245 Highland Dr.,否,一般价值客户
10720,贾君,女,59,本科,专业人员,30万以上,182****0144,是,alex35@adventure-works.com,8681 Harvard Court,否,低价值客户
10735,柯强,男,36,初中及其以下,普通工人,5万以下,188****0127,否,julio1@adventure-works.com,8341 Ronda Ct.,否,低价值客户
10750,罗君,女,30,硕士及其以上,技术工人,30万以上,182****0143,是,mary40@adventure-works.com,2269 Mcelroy,否,低价值客户
10765,徐黎明,男,45,本科,技术工人,20至30万,136****0190,否,ian72@adventure-works.com,2665 Rosina Court,否,低价值客户
10780,田立,女,56,高中,普通工人,5至10万,171****0193,否,grace62@adventure-works.com,6919 Tosca Way,是,高价值客户
10795,涂博,男,41,高中,普通工人,5至10万,175****0119,否,seth2@adventure-works.com,8989 Adelia Court,否,低价值客户
10810,周康,男,51,本科,专业人员,20至30万,183****0163,否,brendan13@adventure-works.com,8772 Rock Creek Way,否,高价值客户
10825,施莲,男,43,本科,管理人员,20至30万,181****0187,否,megan44@adventure-works.com,7126 Edie Ct.,否,高价值客户
10840,薛梦,男,46,初中及其以下,普通工人,5万以下,177****0111,否,elizabeth7@adventure-works.com,9484 Rhoda Way,否,一般价值客户
10855,徐谙,男,50,本科,专业人员,20至30万,182****0186,否,morgan26@adventure-works.com,676 Yosemite Ct,否,高价值客户
10870,曹伟,男,61,初中及其以下,普通工人,5至10万,145****0153,是,dalton84@adventure-works.com,4399 Mary Drive,是,高价值客户
10885,邓保,男,26,本科,公司白领,30万以上,132****0195,否,ryan39@adventure-works.com,4248 Semillon Circle,否,一般价值客户
10900,肖冬露,女,37,大专,普通工人,5至10万,132****0195,是,jennifer63@adventure-works.com,2062 Dos Encinas,否,高价值客户
10915,付荣,男,55,初中及其以下,普通工人,5万以下,149****0166,否,samuel19@adventure-works.com,2601 Cambridge Drive,否,高价值客户
10930,孙斯云,男,45,大专,普通工人,5万以下,188****0112,是,caleb4@adventure-works.com,5886 Book Rd,否,一般价值客户
10945,邱秋,男,54,高中,普通工人,5至10万,139****0181,是,katrina19@adventure-works.com,1060 Mcelroy Court,否,一般价值客户
10960,孔辉,男,44,本科,专业人员,20至30万,130****0191,是,candace15@adventure-works.com,5974 Sequoia Drive,否,高价值客户
10975,蒋光,女,20,大专,普通工人,5至10万,158****0126,否,deanna33@adventure-works.com,563 Coggind Drive,否,一般价值客户
10990,杨健,男,38,高中,普通工人,10至20万,182****0118,是,blake60@adventure-works.com,4312 Wintergreen Court,否,一般价值客户
11005,林磊,男,39,高中,普通工人,5至10万,156****0178,否,morgan15@adventure-works.com,5566 Banyan Circle,否,低价值客户
11020,巩凤,男,34,高中,普通工人,5至10万,157****0113,是,shaun21@adventure-works.com,9395 Aspect Dr,否,高价值客户
11035,郭莲,男,23,初中及其以下,普通工人,5万以下,156****0178,是,jennifer88@adventure-works.com,9389 RaceCourt,否,高价值客户
11050,龙谦,男,40,本科,公司白领,30万以上,199****0195,是,courtney14@adventure-works.com,1867 Royal Ann Lane,否,一般价值客户
11065,韦诚,女,35,本科,专业人员,20至30万,181****0118,是,amy16@adventure-works.com,9274 Dayton Court,否,一般价值客户
11080,贺舟,男,52,高中,普通工人,5至10万,158****0180,是,rafael27@adventure-works.com,1679 Via Doble,否,低价值客户
11095,赖芳茵,女,44,高中,管理人员,5至10万,175****0150,是,aaron3@adventure-works.com,5870 Louisiana Dr.,否,一般价值客户
11110,肖菊,男,69,高中,普通工人,5至10万,178****0130,是,johnny11@adventure-works.com,3488 Cook St.,是,一般价值客户
11125,袁丽美,女,66,本科,公司白领,20至30万,171****0186,否,donna9@adventure-works.com,7892 M Ln.,是,一般价值客户
11140,李黎明,女,38,本科,专业人员,30万以上,172****0118,否,gabrielle63@adventure-works.com,1201 Olive Hill,否,一般价值客户
11155,葛欢,女,29,大专,普通工人,10至20万,185****0195,否,elizabeth6@adventure-works.com,7906 Clayburn Road,否,一般价值客户
11170,肖崆,女,63,高中,普通工人,10至20万,157****0117,是,kristina1@adventure-works.com,6524 Geriola Court,是,一般价值客户
11185,郝升,男,54,本科,技术工人,20至30万,145****0114,是,jerry20@adventure-works.com,7256 St. Paul Circle,否,一般价值客户
11200,葛彩,男,72,高中,普通工人,5至10万,189****0120,否,adam34@adventure-works.com,9412 Alhambra Avenue,是,一般价值客户
11215,邵绅,男,67,本科,管理人员,20至30万,155****0149,否,edwin39@adventure-works.com,3084 Cedar Point Loop,是,一般价值客户
11230,殷昌,男,57,初中及其以下,普通工人,5至10万,147****0114,是,naomi7@adventure-works.com,2012 Melody Dr,否,一般价值客户
11245,曾锦,男,58,高中,普通工人,10至20万,130****0195,是,jacqueline8@adventure-works.com,9531 Tri-state Ave,否,一般价值客户
11260,薛君,女,36,初中及其以下,普通工人,5万以下,156****0116,是,trevor18@adventure-works.com,6891 Ham Drive,否,一般价值客户
11275,邢立荣,女,50,初中及其以下,普通工人,5万以下,166****0165,是,kara20@adventure-works.com,6899 Pembroke Dr.,否,低价值客户
11290,彭琼,女,33,高中,普通工人,5至10万,157****0172,否,edward28@adventure-works.com,457 Ryan Rd.,否,低价值客户
11320,严恒,女,44,高中,普通工人,5至10万,180****0142,是,tyrone15@adventure-works.com,1547 Larkwood Ct.,否,一般价值客户
11335,潘丽美,女,48,高中,普通工人,10至20万,186****0129,否,damien26@adventure-works.com,2187 S. Rising Ave,否,一般价值客户
11350,封乐,男,49,高中,普通工人,10至20万,186****0183,是,benjamin43@adventure-works.com,9982 Fawn Glen Circle,否,一般价值客户
11365,薛博,男,30,高中,普通工人,5至10万,199****0175,是,amy19@adventure-works.com,1907 Pinecrest Dr,否,一般价值客户
11380,赖虎,女,47,大专,普通工人,5至10万,183****0171,是,diane19@adventure-works.com,5050 Mt. Diablo St.,否,一般价值客户
11395,牛惠,男,37,高中,普通工人,5至10万,139****0176,否,amanda53@adventure-works.com,3187 Hackamore Lane,否,高价值客户
11410,林关茵,女,53,初中及其以下,普通工人,5万以下,147****0111,是,chad13@adventure-works.com,1183 Royal Links Circle,否,一般价值客户
11425,马莲,女,52,初中及其以下,普通工人,10至20万,137****0119,是,jose20@adventure-works.com,5446 Via Estrella,否,高价值客户
11440,武明媚,女,57,大专,普通工人,10至20万,133****0151,否,jessica56@adventure-works.com,3782 Fox Way,否,高价值客户
11455,冯青,男,67,初中及其以下,普通工人,5万以下,153****0184,是,rosa1@adventure-works.com,6478 Hastings Dr.,是,一般价值客户
11470,廖保,男,49,高中,普通工人,5至10万,150****0112,是,chase10@adventure-works.com,9192 Dublin Court,否,一般价值客户
11485,杨欢,女,34,大专,普通工人,5至10万,131****0115,是,jada23@adventure-works.com,9467 Morning Glory Dr,否,一般价值客户
11500,韦锦,男,35,高中,普通工人,10至20万,175****0147,否,kurt12@adventure-works.com,6671 Del Rey St.,否,一般价值客户
11515,潘磊,男,24,初中及其以下,普通工人,5万以下,173****0115,否,casey6@adventure-works.com,6199 G St.,否,一般价值客户
11530,田磊,男,20,高中,普通工人,5至10万,133****0125,否,melody17@adventure-works.com,2236 Buena Vista Ave,否,一般价值客户
11545,陈宣,男,34,高中,普通工人,10至20万,188****0119,是,justin10@adventure-works.com,6366 Dayton Court,否,高价值客户
11560,潘舟,男,20,大专,普通工人,5至10万,139****0156,是,ruben30@adventure-works.com,6603 Jennifer Way,否,一般价值客户
11575,黄丽,男,53,初中及其以下,普通工人,5万以下,180****0156,是,henry16@adventure-works.com,5038 Candy Rd,否,一般价值客户
11590,罗霖,女,34,大专,普通工人,5至10万,188****0194,否,sebastian16@adventure-works.com,9903 East Leland,否,低价值客户
11605,苏晒明,女,43,本科,专业人员,20至30万,138****0182,否,marc6@adventure-works.com,9435 Breck Court,否,高价值客户
11620,袁栋,男,38,大专,普通工人,5至10万,151****0110,是,geoffrey16@adventure-works.com,7585 Ida Drive,否,一般价值客户
11635,薛健,女,47,高中,普通工人,5至10万,166****0171,是,alyssa30@adventure-works.com,2038 Sundance Drive,否,一般价值客户
11650,冯松,女,27,本科,管理人员,20至30万,150****0171,否,mitchell7@adventure-works.com,5592 Byers Rd.,否,一般价值客户
11665,陈丽雪,男,39,大专,普通工人,10至20万,150****0155,是,francisco19@adventure-works.com,4469 Rain Drop Circle,否,一般价值客户
11680,楚伟,男,33,硕士及其以上,公司白领,10至20万,157****0148,是,gabrielle58@adventure-works.com,33 RiverRock Dr,否,一般价值客户
11695,曹柏,男,68,大专,普通工人,10至20万,172****0195,否,sean41@adventure-works.com,2886 Chaparral Court,是,高价值客户
11710,赵强,男,45,高中,管理人员,5至10万,149****0179,否,kaylee35@adventure-works.com,3173 Darlene Drive,否,一般价值客户
11725,武磊,男,42,本科,专业人员,20至30万,173****0132,是,leah19@adventure-works.com,9850 Martindale,否,低价值客户
11740,冯乐,女,22,本科,公司白领,20至30万,135****0140,否,jaime12@adventure-works.com,4867 Rosebuck Way,否,一般价值客户
11755,龚松,女,37,本科,专业人员,30万以上,133****0125,否,kurt9@adventure-works.com,4444 Buckingham Dr.,否,一般价值客户
11770,周诚,男,42,本科,管理人员,20至30万,157****0125,否,blake39@adventure-works.com,"32, chaussée de Tournai",否,高价值客户
11785,楚聪,男,24,初中及其以下,普通工人,5万以下,172****0143,否,eugene10@adventure-works.com,8470 Cliffside Drive,否,高价值客户
11800,庄菊,女,63,高中,普通工人,5至10万,166****0127,是,edward43@adventure-works.com,4409 North Ranchford,是,一般价值客户
11815,袁丽华,男,34,高中,普通工人,5至10万,166****0136,是,christian44@adventure-works.com,7613 Orangewood Dr,否,高价值客户
11830,邓立,女,56,高中,普通工人,5至10万,151****0115,否,lucas7@adventure-works.com,6288 Relief Valley Ct.,否,高价值客户
11845,余舟,女,51,大专,普通工人,10至20万,186****0126,是,kyle15@adventure-works.com,5854 Onley Dr,否,一般价值客户
11860,陶虢,女,42,初中及其以下,普通工人,10至20万,182****0189,否,micah1@adventure-works.com,1468 Napa St.,否,高价值客户
11875,黄磊,女,21,高中,普通工人,10至20万,136****0110,是,leonard18@adventure-works.com,9474 Rose Street,否,高价值客户
11890,田丽美,男,65,初中及其以下,普通工人,5万以下,131****0141,是,joanna13@adventure-works.com,6387 Tanager Road,是,一般价值客户
11905,俞晒明,女,57,本科,技术工人,20至30万,157****0184,否,larry14@adventure-works.com,9941 Clyde Street,否,低价值客户
11920,郝壁,女,39,本科,技术工人,20至30万,139****0178,否,seth40@adventure-works.com,3393 Alpha Way,否,高价值客户
11935,田江丽,女,27,大专,普通工人,10至20万,145****0154,是,casey7@adventure-works.com,2651 St. Francis Dr.,否,一般价值客户
11950,殷莲,女,34,高中,普通工人,5至10万,137****0151,是,brooke3@adventure-works.com,7333 Landana St.,否,高价值客户
11965,马惠英,男,64,高中,普通工人,5至10万,185****0115,否,alvin21@adventure-works.com,4051 Sun View Terrace,是,一般价值客户
11980,冯莲,女,28,初中及其以下,普通工人,5至10万,155****0115,否,russell6@adventure-works.com,2253 Firestone Dr.,否,高价值客户
11995,吕灵,男,41,大专,普通工人,5万以下,166****0191,否,madison22@adventure-works.com,8138 Brook Way,否,高价值客户
12010,涂珑,男,37,大专,普通工人,5至10万,149****0181,否,dwayne9@adventure-works.com,3936 Diablo View Road,否,低价值客户
12025,谭乐,男,57,高中,普通工人,5至10万,188****0139,是,brandy20@adventure-works.com,6905 Camino Ricardo,否,高价值客户
12040,彭博,男,56,本科,技术工人,20至30万,150****0123,否,latasha19@adventure-works.com,4983 Hilltop Road,否,一般价值客户
12055,麦德,男,48,本科,公司白领,30万以上,149****0158,否,cody5@adventure-works.com,4367 Citrus Ave.,否,一般价值客户
12070,巩光,男,23,大专,普通工人,10至20万,189****0126,是,zachary37@adventure-works.com,3986 Lunar Lane,否,一般价值客户
12085,林谙,男,41,本科,专业人员,20至30万,156****0130,否,mindy10@adventure-works.com,91 Kalima Place,否,高价值客户
12100,佘平,男,42,高中,普通工人,5至10万,175****0184,是,cameron48@adventure-works.com,7541 B Wildbrook Ct.,否,一般价值客户
12115,刘斯云,女,37,高中,普通工人,5至10万,176****0113,否,thomas71@adventure-works.com,5255 Corte Valencia,否,高价值客户
12130,王辉,女,59,高中,普通工人,5至10万,137****0161,否,clinton3@adventure-works.com,6992 Mt. Whitney Way,否,低价值客户
12145,彭伟,女,40,大专,普通工人,5至10万,135****0192,是,lauren23@adventure-works.com,2713 Chinquapin Court,否,一般价值客户
12160,何惠,男,49,高中,普通工人,10至20万,186****0117,否,jaclyn22@adventure-works.com,"2, rue Malar",否,一般价值客户
12175,武杰,男,57,高中,普通工人,5至10万,187****0174,是,sara43@adventure-works.com,3785 Treat Blvd.,否,一般价值客户
12190,秦君,男,52,初中及其以下,普通工人,10至20万,152****0181,是,haley38@adventure-works.com,1707 Piper Ridge Court,否,一般价值客户
12205,许绅,女,50,本科,技术工人,20至30万,130****0144,否,kelli21@adventure-works.com,6315 Olive Ave.,否,一般价值客户
12220,赵德伟,男,47,初中及其以下,普通工人,5万以下,175****0125,是,jamie20@adventure-works.com,6387 Balhan Dr.,否,一般价值客户
12235,邱升,男,33,大专,普通工人,10至20万,184****0177,否,andre16@adventure-works.com,1008 Lydia Lane,否,低价值客户
12250,邱博,女,35,初中及其以下,普通工人,10至20万,152****0132,否,caroline15@adventure-works.com,2678 Village Pl,否,一般价值客户
12265,刘立,男,55,初中及其以下,普通工人,5万以下,132****0131,否,jason39@adventure-works.com,6126 North Sixth Street,否,一般价值客户
12280,熊光,女,33,高中,普通工人,5至10万,155****0113,否,raymond21@adventure-works.com,3557 Harvard Court,否,高价值客户
12295,钟立,男,38,本科,技术工人,20至30万,133****0150,是,erika2@adventure-works.com,6432 Vista Way,否,一般价值客户
12310,巩珑,女,60,初中及其以下,普通工人,5万以下,189****0183,是,latoya2@adventure-works.com,9145 Paso Del Rio Way,否,一般价值客户
12325,吴磊,男,43,硕士及其以上,技术工人,10至20万,178****0189,否,jaclyn37@adventure-works.com,7357 Scramble Road,否,低价值客户
12340,唐木兰,女,50,本科,技术工人,20至30万,185****0164,是,eduardo21@adventure-works.com,8000 Crane Court,否,一般价值客户
12355,段强,女,53,高中,普通工人,5至10万,199****0158,是,alexandria27@adventure-works.com,2627 Holiday Hills Drive,否,低价值客户
12370,秦刚,男,57,初中及其以下,普通工人,5万以下,171****0100,是,ian76@adventure-works.com,9204 Lexington Road,否,高价值客户
12385,佟丽娜,男,22,大专,普通工人,10至20万,186****0123,否,javier1@adventure-works.com,8267 Lavene Way,否,低价值客户
12400,郝廉,男,58,高中,普通工人,5至10万,139****0164,否,kate18@adventure-works.com,8818 Gentrytown Dr.,否,低价值客户
12415,徐蔓楚,女,39,高中,普通工人,5至10万,150****0162,否,ryan43@adventure-works.com,9844 Green Tea Drive,否,低价值客户
12430,涂强,男,29,本科,管理人员,30万以上,155****0110,是,brittney12@adventure-works.com,4038 Elk Dr,否,一般价值客户
12445,陈翠,男,34,大专,普通工人,5至10万,155****0130,是,david22@adventure-works.com,8786 Croyden Dr.,否,一般价值客户
12460,余德,女,59,初中及其以下,普通工人,5至10万,159****0194,是,xavier87@adventure-works.com,2033 Woodbury Place,否,一般价值客户
12475,巩关茵,男,40,高中,普通工人,5至10万,198****0122,是,cesar12@adventure-works.com,7281 Running Springs Rd.,否,一般价值客户
12490,常盛,男,25,大专,普通工人,10至20万,187****0166,是,billy5@adventure-works.com,3330 Hawes Street,否,低价值客户
12505,潘健,女,29,大专,普通工人,5万以下,173****0155,否,lacey1@adventure-works.com,8085 Sunnyvale Avenue,否,低价值客户
12520,秦淑芳,男,25,本科,公司白领,20至30万,176****0112,否,leah7@adventure-works.com,8387 E. Lane Rd.,否,一般价值客户
12535,黄芳,男,44,高中,普通工人,5至10万,133****0119,是,jason40@adventure-works.com,8759 Arnold Dr.,否,一般价值客户
12565,曹欢悦,女,43,本科,专业人员,20至30万,136****0168,是,ebony35@adventure-works.com,3168 Limewood Pl.,否,一般价值客户
12580,田良,男,29,本科,公司白领,20至30万,180****0188,是,jackson51@adventure-works.com,3505 Bisca Y Court,否,低价值客户
12595,殷珑,男,28,硕士及其以上,专业人员,20至30万,145****0137,否,antonio1@adventure-works.com,9882 Clay Rde,否,一般价值客户
12610,彭娜,男,46,高中,普通工人,5至10万,158****0130,是,jerome7@adventure-works.com,600 Lake Place,否,一般价值客户
12625,田淑芳,男,33,本科,专业人员,20至30万,156****0137,是,nancy7@adventure-works.com,6075 Olive Hill,否,低价值客户
12640,范晒明,女,24,高中,普通工人,5至10万,145****0110,是,taylor14@adventure-works.com,4906 Vine Hill Way,否,一般价值客户
12655,谭立,女,45,初中及其以下,普通工人,5万以下,186****0100,是,james41@adventure-works.com,3508 Canning Road,否,一般价值客户
12670,林谦,女,63,初中及其以下,普通工人,5至10万,183****0112,是,brian19@adventure-works.com,2947 Vine Lane,是,高价值客户
12685,涂德伟,女,50,硕士及其以上,技术工人,20至30万,153****0132,是,blake16@adventure-works.com,7720 Winterberry Ct,否,低价值客户
12700,陶博,男,70,大专,普通工人,5万以下,151****0132,否,frank26@adventure-works.com,4633 Jefferson Street,是,低价值客户
12715,徐虹,女,38,大专,普通工人,10至20万,181****0175,是,cindy6@adventure-works.com,4190 Trujillo,否,一般价值客户
12730,白立,男,52,大专,普通工人,5至10万,157****0165,是,natalie58@adventure-works.com,9665 Pamploma Ct.,否,一般价值客户
12745,宋良,女,31,初中及其以下,普通工人,5万以下,158****0191,否,jay49@adventure-works.com,9755 Glen Road,否,高价值客户
12760,楚虢,男,36,硕士及其以上,公司白领,20至30万,175****0153,否,omar2@adventure-works.com,2680 Claudia Drive,否,高价值客户
12775,李蔓楚,女,31,本科,技术工人,20至30万,175****0197,否,trinity9@adventure-works.com,1939 Meadow Glen Way,否,低价值客户
12790,贺立,男,42,初中及其以下,普通工人,5至10万,183****0157,否,sierra3@adventure-works.com,4277 La Cruz,否,一般价值客户
12805,马实,女,33,本科,管理人员,20至30万,145****0146,否,christine4@adventure-works.com,6904 Sunset Way,否,高价值客户
12820,袁德,女,43,本科,公司白领,20至30万,188****0127,是,blake30@adventure-works.com,878 Megan Dr.,否,一般价值客户
12835,潘荷,男,57,初中及其以下,普通工人,5万以下,157****0177,否,brett13@adventure-works.com,9171 Morello Ave,否,低价值客户
12850,孙荷,男,34,本科,公司白领,20至30万,198****0154,是,ana7@adventure-works.com,1267 Scenic Drive,否,一般价值客户
12865,韦君,女,54,本科,管理人员,20至30万,153****0118,否,melvin5@adventure-works.com,2430 Santa Lucia,否,一般价值客户
12880,顾黎明,女,25,大专,普通工人,10至20万,183****0118,是,lucas46@adventure-works.com,2651 Ancona Ct.,否,高价值客户
12895,邹妮,男,52,高中,普通工人,5至10万,150****0171,否,melanie27@adventure-works.com,6854 Muir Road,否,一般价值客户
12910,程宁,男,66,大专,普通工人,10至20万,173****0132,否,luke52@adventure-works.com,905 Johnson Road,是,高价值客户
12925,麦实,男,43,硕士及其以上,技术工人,20至30万,186****0132,是,jaclyn21@adventure-works.com,3394 Rock Drive,否,一般价值客户
12940,贺晨,男,34,大专,普通工人,5万以下,157****0141,是,joel14@adventure-works.com,9089 San Jose Ave,否,高价值客户
12955,邓康,男,51,本科,专业人员,20至30万,183****0129,是,adrienne8@adventure-works.com,6299 Elmonte Drive,否,低价值客户
12970,邵娜,女,26,大专,普通工人,5至10万,149****0168,否,angela17@adventure-works.com,8956 Birch Bark Road,否,高价值客户
12985,邱廉,女,40,本科,专业人员,20至30万,147****0112,是,melvin12@adventure-works.com,4575 Pinehurst Court,否,一般价值客户
13000,巩虢,男,50,高中,普通工人,5至10万,131****0120,否,katelyn1@adventure-works.com,3142 Broadway St.,否,低价值客户
13015,吕兰,女,51,硕士及其以上,管理人员,30万以上,184****0198,是,jessie3@adventure-works.com,7614 Inez Ave,否,高价值客户
13030,唐宁,男,34,本科,公司白领,20至30万,132****0111,是,ramon9@adventure-works.com,1626 Green Valley Road,否,低价值客户
13045,田谙,男,41,本科,技术工人,20至30万,166****0197,是,curtis9@adventure-works.com,9695 Notre Dame Avenue,否,高价值客户
13060,熊晨,女,57,初中及其以下,普通工人,5万以下,150****0112,是,deb4@adventure-works.com,9005 Eagle Ct.,否,高价值客户
13075,洪光,女,35,本科,专业人员,20至30万,166****0130,是,angela34@adventure-works.com,2063 Trafalgar Circle,否,低价值客户
13090,戴虎,女,24,大专,普通工人,10至20万,138****0129,是,reginald20@adventure-works.com,1811 Cashew Lane,否,一般价值客户
13105,陶昌,女,31,高中,普通工人,5至10万,145****0167,否,alexandra11@adventure-works.com,8040 Erie Dr,否,一般价值客户
13120,施梦,女,22,本科,专业人员,30万以上,178****0152,是,billy8@adventure-works.com,9896 White Dr,否,低价值客户
13135,黄娟,男,24,高中,普通工人,5至10万,147****0173,否,nathan55@adventure-works.com,1077 Laurel Drive,否,高价值客户
13150,邹丽雪,女,57,初中及其以下,普通工人,5至10万,185****0186,是,hailey45@adventure-works.com,6984 Wardlow Lane,否,一般价值客户
13165,邱丽雪,男,38,高中,普通工人,5至10万,178****0154,否,carly5@adventure-works.com,2973 Tanager Road,否,低价值客户
13180,付芳茵,男,40,高中,普通工人,5至10万,171****0120,是,grace2@adventure-works.com,2943 Eagle Peak Road,否,低价值客户
13195,龙廷,女,39,本科,专业人员,20至30万,139****0128,否,cynthia9@adventure-works.com,3888 Pastime Drive,否,低价值客户
13210,马丽,男,43,大专,普通工人,5至10万,199****0199,否,alvin19@adventure-works.com,9663 Soto Street,否,高价值客户
13225,洪强,女,75,高中,普通工人,5至10万,198****0150,否,bailey22@adventure-works.com,9665 Pamploma Ct.,是,低价值客户
